#wave[nm]	#irradiance[W/m^2/nm]	#model[W/m^2/nm]
610.5	1.7181707763671874	1.7197257080078125
611.5	1.712669189453125	1.71425830078125
612.5	1.7068914794921874	1.708589111328125
613.5	1.7011075439453125	1.7028531494140624
614.5	1.695951904296875	1.6977257080078125
615.5	1.6908675537109374	1.692618408203125
616.5	1.6875198974609376	1.6893363037109375
617.5	1.6842310791015624	1.6860804443359374
618.5	1.681876708984375	1.6837734375
619.5	1.67950244140625	1.681473388671875
620.5	1.6768255615234375	1.6787724609375
621.5	1.6741400146484375	1.676050048828125
622.5	1.67126123046875	1.6731434326171875
623.5	1.6683836669921874	1.67021142578125
624.5	1.665710205078125	1.66765771484375
625.5	1.66303564453125	1.6650003662109376
626.5	1.660813720703125	1.66276416015625
627.5	1.6586097412109375	1.6605498046875
628.5	1.655502197265625	1.657397705078125
629.5	1.6522818603515625	1.654146728515625
630.5	1.6487918701171875	1.6505966796875
631.5	1.6452335205078126	1.6469970703125
632.5	1.64185205078125	1.6436759033203125
633.5	1.638549560546875	1.640421142578125
634.5	1.63548193359375	1.6372733154296875
635.5	1.6325911865234375	1.6341907958984374
636.5	1.629391357421875	1.6308336181640626
637.5	1.625781982421875	1.6271947021484374
638.5	1.622067138671875	1.623479248046875
639.5	1.61806884765625	1.6196043701171876
640.5	1.6141282958984375	1.6157786865234376
641.5	1.6107801513671876	1.6121949462890626
642.5	1.607430908203125	1.6087193603515626
643.5	1.601697021484375	1.60325
644.5	1.5956671142578125	1.59738671875
645.5	1.589865234375	1.591469970703125
646.5	1.5841697998046875	1.585578125
647.5	1.57843603515625	1.57968701171875
648.5	1.5726533203125	1.5739453125
649.5	1.5669930419921876	1.56830859375
650.5	1.56185888671875	1.5631181640625
651.5	1.5567232666015625	1.557901123046875
652.5	1.55162841796875	1.552963623046875
653.5	1.5465361328125	1.5479722900390624
654.5	1.542464111328125	1.543938720703125
655.5	1.539016845703125	1.5404757080078124
656.5	1.536331787109375	1.5377447509765625
657.5	1.5354266357421875	1.5368076171875
658.5	1.5345203857421874	1.5358614501953125
659.5	1.5342147216796875	1.5357957763671874
660.5	1.5339266357421875	1.53569189453125
661.5	1.5337347412109374	1.5355086669921876
662.5	1.5336041259765625	1.53528662109375
663.5	1.53335791015625	1.5349228515625
664.5	1.532727294921875	1.534272216796875
665.5	1.5320953369140624	1.5336290283203124
666.5	1.531394287109375	1.532872314453125
667.5	1.530678955078125	1.53211962890625
668.5	1.5293658447265626	1.530832275390625
669.5	1.5272275390625	1.52876416015625
670.5	1.525087646484375	1.526773193359375
671.5	1.52197998046875	1.523507080078125
672.5	1.5188509521484375	1.5202901611328126
673.5	1.5155924072265625	1.51696435546875
674.5	1.512208984375	1.5135919189453124
675.5	1.508823974609375	1.5102347412109376
676.5	1.505430419921875	1.5068431396484374
677.5	1.5020355224609374	1.5034686279296876
678.5	1.4985880126953126	1.4999906005859376
679.5	1.495092041015625	1.496487060546875
680.5	1.4915946044921875	1.492927978515625
681.5	1.4879263916015626	1.4893035888671875
682.5	1.4842567138671876	1.485622802734375
683.5	1.4806011962890624	1.4819852294921876
684.5	1.4769639892578126	1.478328369140625
685.5	1.473325439453125	1.4746767578125
686.5	1.4695501708984375	1.4708804931640624
687.5	1.4657532958984374	1.4670577392578126
688.5	1.4619412841796875	1.463239501953125
689.5	1.4580902099609374	1.459409423828125
690.5	1.45423779296875	1.4555789794921874
691.5	1.4503538818359376	1.451718017578125
692.5	1.4464521484375	1.4478602294921874
693.5	1.4425513916015624	1.443976806640625
694.5	1.43886767578125	1.440259765625
695.5	1.435182373046875	1.43653759765625
696.5	1.43150146484375	1.4328388671875
697.5	1.4278302001953125	1.4291759033203124
698.5	1.4241575927734376	1.425491943359375
699.5	1.42057177734375	1.421892333984375
700.5	1.417031982421875	1.418329345703125
701.5	1.41349072265625	1.4147607421875
702.5	1.40995751953125	1.411240234375
703.5	1.4064234619140625	1.407698486328125
704.5	1.402875	1.4041607666015625
705.5	1.39927294921875	1.4005657958984374
706.5	1.3956695556640626	1.39699169921875
707.5	1.392063232421875	1.3933594970703125
708.5	1.3884539794921875	1.3896844482421875
709.5	1.3848433837890626	1.3859993896484375
710.5	1.3811636962890625	1.38230859375
711.5	1.377446533203125	1.378630615234375
712.5	1.37372802734375	1.37492724609375
713.5	1.370007080078125	1.3711971435546875
714.5	1.3662847900390624	1.367412841796875
715.5	1.3625611572265626	1.3636727294921875
716.5	1.3590230712890625	1.36012841796875
717.5	1.3554857177734374	1.356598388671875
718.5	1.3519718017578124	1.3530718994140625
719.5	1.3486219482421875	1.349708251953125
720.5	1.34527099609375	1.346328857421875
721.5	1.3419490966796874	1.3429910888671874
722.5	1.3387220458984375	1.3397633056640625
723.5	1.3354937744140625	1.33653369140625
724.5	1.3322523193359375	1.33329248046875
725.5	1.3289842529296876	1.3300216064453125
726.5	1.3257149658203125	1.326752197265625
727.5	1.322499755859375	1.3235345458984376
728.5	1.3193729248046875	1.3204091796875
729.5	1.3162451171875	1.317260986328125
730.5	1.31318603515625	1.3142039794921876
731.5	1.3102264404296875	1.3112537841796874
732.5	1.307265625	1.3082901611328126
733.5	1.304322509765625	1.3053253173828125
734.5	1.301404052734375	1.3023424072265626
735.5	1.298484619140625	1.2994105224609376
736.5	1.2955498046875	1.2964443359375
737.5	1.292592529296875	1.293504638671875
738.5	1.2896341552734376	1.290551513671875
739.5	1.2867584228515625	1.2877010498046875
740.5	1.2840369873046875	1.2850157470703125
741.5	1.281314453125	1.2823221435546874
742.5	1.2786905517578124	1.2797174072265625
743.5	1.2763212890625	1.2773162841796875
744.5	1.273950927734375	1.2749237060546874
745.5	1.2715565185546875	1.272505126953125
746.5	1.2690477294921876	1.269996826171875
747.5	1.2665377197265626	1.2674615478515625
748.5	1.2640245361328124	1.26494970703125
749.5	1.261450439453125	1.2623326416015626
752.5	1.2537476806640624	1.2545577392578124
757.5	1.240458251953125	1.2412083740234374
762.5	1.226169677734375	1.2269144287109375
767.5	1.2121240234375	1.212947265625
772.5	1.199276611328125	1.200199462890625
777.5	1.186237060546875	1.1871787109375
782.5	1.173177734375	1.1741011962890624
787.5	1.15928955078125	1.1601612548828124
792.5	1.1445699462890624	1.145474853515625
797.5	1.130895751953125	1.1317421875
802.5	1.1169434814453125	1.1177581787109374
807.5	1.1037164306640626	1.1044183349609376
812.5	1.090680908203125	1.0914267578125
817.5	1.077160400390625	1.0779281005859376
822.5	1.06486865234375	1.06547216796875
827.5	1.0525908203125	1.05326318359375
832.5	1.038412841796875	1.039012451171875
837.5	1.0232820434570313	1.0237813110351563
842.5	1.0077404174804687	1.008347900390625
847.5	0.990924072265625	0.991492431640625
852.5	0.9759149169921875	0.976560546875
857.5	0.9646486206054687	0.9652495727539062
862.5	0.9548682861328125	0.9554933471679687
867.5	0.94677978515625	0.9474681396484375
872.5	0.941236328125	0.9419701538085937
877.5	0.9347692260742188	0.93540283203125
882.5	0.9272423095703125	0.9278410034179687
887.5	0.9196107177734375	0.9202183227539062
892.5	0.9108685302734375	0.9115160522460938
897.5	0.9011294555664062	0.9018055419921875
902.5	0.8908350219726563	0.8913550415039062
907.5	0.8809080810546875	0.8815303344726563
912.5	0.8713758544921875	0.8719239501953125
917.5	0.8613963623046875	0.8620945434570313
922.5	0.8517619018554687	0.8523997192382813
927.5	0.8424575805664063	0.8430331420898437
932.5	0.8328916015625	0.8335106201171875
937.5	0.82309912109375	0.8237310791015625
942.5	0.8140498657226563	0.8147408447265625
947.5	0.8059866333007812	0.806851806640625
952.5	0.7979638671875	0.797909912109375
957.5	0.7899215087890625	0.7896834716796876
962.5	0.7830634765625	0.782859619140625
967.5	0.7766058959960938	0.7764425659179688
972.5	0.7698641357421875	0.7696425170898438
977.5	0.762390625	0.7622025146484375
982.5	0.754268798828125	0.7540330810546875
987.5	0.7460346069335938	0.7458095092773438
992.5	0.737677734375	0.7374637451171875
997.5	0.7294041137695313	0.7291653442382813
1002.5	0.7216737670898438	0.721434326171875
1007.5	0.714467529296875	0.7142395629882813
1012.5	0.707542724609375	0.7073595581054688
1017.5	0.7005530395507813	0.7003849487304687
1022.5	0.6938289794921875	0.6936559448242188
1027.5	0.6871747436523438	0.6869718627929687
1032.5	0.6802387084960938	0.6800546875
1037.5	0.6729779052734375	0.6728670043945313
1042.5	0.6656586303710937	0.66552587890625
1047.5	0.658340087890625	0.658155029296875
1052.5	0.6505847778320313	0.6503787231445313
1057.5	0.6424074096679687	0.6421597900390625
1062.5	0.6340935668945312	0.633827392578125
1067.5	0.6256392211914062	0.6254207153320313
1072.5	0.6176185913085938	0.6173753051757812
1077.5	0.6101173706054688	0.609921630859375
1082.5	0.6032830810546875	0.60311865234375
1087.5	0.597249755859375	0.5971337890625
1092.5	0.5918612670898438	0.591744140625
1097.5	0.586848876953125	0.5866851806640625
1102.5	0.5819849853515625	0.5818705444335938
1107.5	0.5771489868164063	0.5769930419921875
1112.5	0.571983642578125	0.5718295288085937
1117.5	0.5666928100585937	0.56655126953125
1122.5	0.5613502197265625	0.5611836547851563
1127.5	0.5559044189453125	0.5557318115234375
1132.5	0.5504344482421875	0.550250244140625
1137.5	0.5450591430664062	0.5448636474609375
1142.5	0.5397266845703125	0.5395520629882813
1147.5	0.5343120727539062	0.5341314697265624
1152.5	0.5287986450195312	0.5285906372070313
1157.5	0.5232761840820312	0.523072021484375
1162.5	0.5178609008789062	0.517673095703125
1167.5	0.5124125366210938	0.5122377319335938
1172.5	0.5068927917480469	0.5066788940429687
1177.5	0.5015956420898438	0.5013819274902344
1182.5	0.4965826416015625	0.49640863037109373
1187.5	0.4919031982421875	0.49175335693359373
1192.5	0.4874246826171875	0.4872995300292969
1197.5	0.4832166748046875	0.48309921264648437
1202.5	0.479378173828125	0.47926437377929687
1207.5	0.47575164794921876	0.475657958984375
1212.5	0.47216278076171875	0.472061767578125
1217.5	0.4685989990234375	0.4684945678710937
1222.5	0.4649207153320313	0.4648029479980469
1227.5	0.46118539428710936	0.46105706787109374
1232.5	0.45726702880859377	0.45710623168945314
1237.5	0.4532501220703125	0.45304580688476564
1242.5	0.4492301940917969	0.44894256591796877
1247.5	0.4449264831542969	0.4445845642089844
1252.5	0.4404366760253906	0.4400433349609375
1257.5	0.4359275817871094	0.43551776123046876
1262.5	0.4315816955566406	0.4311729125976563
1267.5	0.4274162292480469	0.4269710083007813
1272.5	0.4233660583496094	0.4229107666015625
1277.5	0.4196110534667969	0.41918328857421877
1282.5	0.4161793518066406	0.4157464294433594
1287.5	0.41315298461914063	0.412743408203125
1292.5	0.41015805053710935	0.40969354248046874
1297.5	0.4070660705566406	0.4065887451171875
1302.5	0.40400506591796875	0.403468505859375
1307.5	0.4009385681152344	0.4003653259277344
1312.5	0.3977972106933594	0.3972158508300781
1317.5	0.39457208251953124	0.39405206298828127
1322.5	0.39143560791015625	0.3909112548828125
1327.5	0.3882952880859375	0.387775634765625
1332.5	0.38516171264648436	0.38465606689453125
1337.5	0.3820506591796875	0.38154620361328123
1342.5	0.37865960693359374	0.37822421264648437
1347.5	0.3753726196289062	0.37494046020507815
1352.5	0.3720606384277344	0.3716633911132812
1357.5	0.36876495361328127	0.36841754150390627
1362.5	0.36557864379882815	0.3652649841308594
1367.5	0.36244595336914065	0.36213092041015627
1372.5	0.35942706298828125	0.3591311340332031
1377.5	0.35642318725585936	0.35619677734375
1382.5	0.35328326416015626	0.3531177062988281
1387.5	0.3502268981933594	0.3500592956542969
1392.5	0.3471198425292969	0.3469389343261719
1397.5	0.34387750244140625	0.34370501708984375
1402.5	0.34063385009765623	0.3404469299316406
1407.5	0.33746133422851565	0.33726608276367187
1412.5	0.334220947265625	0.33403759765625
1417.5	0.33103482055664063	0.33089599609375
1422.5	0.3279468078613281	0.3278193969726563
1427.5	0.32499935913085937	0.32487933349609377
1432.5	0.32219012451171875	0.32207659912109377
1437.5	0.3194854125976562	0.3193911437988281
1442.5	0.31690866088867187	0.316815673828125
1447.5	0.314452392578125	0.3143658752441406
1452.5	0.3119377136230469	0.3118495178222656
1457.5	0.3093861999511719	0.3092784729003906
1462.5	0.3068554992675781	0.30674142456054687
1467.5	0.3041311950683594	0.3040279846191406
1472.5	0.3010924987792969	0.3010029602050781
1477.5	0.2981991271972656	0.2980951843261719
1482.5	0.29534402465820314	0.29525518798828126
1487.5	0.2927696228027344	0.2926833801269531
1492.5	0.2904207763671875	0.2903101806640625
1497.5	0.2882695617675781	0.2882015991210938
1502.5	0.28648092651367185	0.2863704528808594
1507.5	0.284916748046875	0.28480215454101565
1512.5	0.28329443359375	0.28322491455078125
1517.5	0.2816044921875	0.28150714111328123
1522.5	0.2798695373535156	0.2797735290527344
1527.5	0.277890625	0.27779025268554686
1532.5	0.2755699462890625	0.27546646118164064
1537.5	0.2729694519042969	0.2728424987792969
1542.5	0.27016632080078123	0.2700657348632812
1547.5	0.2670765380859375	0.26697210693359374
1552.5	0.2637781982421875	0.2636958923339844
1557.5	0.2603834838867187	0.26029296875
1562.5	0.25711712646484375	0.25701089477539063
1567.5	0.254048095703125	0.2539869842529297
1572.5	0.2514430389404297	0.2513713684082031
1577.5	0.24924261474609374	0.249216552734375
1582.5	0.24739402770996094	0.2473526611328125
1587.5	0.24574809265136718	0.24565692138671874
1592.5	0.2442399444580078	0.24421298217773438
1597.5	0.2428125	0.24280877685546876
