#wave[nm]	#irradiance[W/m^2/nm]	#model[W/m^2/nm]
608.5	1.7315684814453125	1.7315684814453125
609.5	1.7259583740234374	1.7259583740234374
610.5	1.7203876953125	1.7203876953125
611.5	1.714695068359375	1.714695068359375
612.5	1.709024169921875	1.709024169921875
613.5	1.7035667724609376	1.7035667724609376
614.5	1.6982470703125	1.6982470703125
615.5	1.69313818359375	1.69313818359375
616.5	1.6897235107421875	1.6897235107421875
617.5	1.686466796875	1.686466796875
618.5	1.6843319091796876	1.6843319091796876
619.5	1.6820311279296876	1.6820311279296876
620.5	1.6792764892578125	1.6792764892578125
621.5	1.67655322265625	1.67655322265625
622.5	1.6735194091796874	1.6735194091796874
623.5	1.6705867919921875	1.6705867919921875
624.5	1.668032470703125	1.668032470703125
625.5	1.665783935546875	1.665783935546875
626.5	1.6635467529296875	1.6635467529296875
627.5	1.661267333984375	1.661267333984375
628.5	1.65811376953125	1.65811376953125
629.5	1.6547666015625	1.6547666015625
630.5	1.6512154541015625	1.6512154541015625
631.5	1.647505859375	1.647505859375
632.5	1.6441834716796875	1.6441834716796875
633.5	1.6412108154296876	1.6412108154296876
634.5	1.6380615234375	1.6380615234375
635.5	1.6348153076171874	1.6348153076171874
636.5	1.6314569091796876	1.6314569091796876
637.5	1.6277237548828125	1.6277237548828125
638.5	1.6240072021484375	1.6240072021484375
639.5	1.620272705078125	1.620272705078125
640.5	1.616445556640625	1.616445556640625
641.5	1.6128603515625	1.6128603515625
642.5	1.60885986328125	1.60885986328125
643.5	1.6033900146484374	1.6033900146484374
644.5	1.598296875	1.598296875
645.5	1.592376708984375	1.592376708984375
646.5	1.585950439453125	1.585950439453125
647.5	1.580057861328125	1.580057861328125
648.5	1.5743380126953126	1.5743380126953126
649.5	1.568699951171875	1.568699951171875
650.5	1.5633756103515626	1.5633756103515626
651.5	1.5581578369140625	1.5581578369140625
652.5	1.553219482421875	1.553219482421875
653.5	1.54859375	1.54859375
654.5	1.5445584716796874	1.5445584716796874
655.5	1.5410015869140625	1.5410015869140625
656.5	1.538269775390625	1.538269775390625
657.5	1.5372977294921875	1.5372977294921875
658.5	1.5363514404296874	1.5363514404296874
659.5	1.53628564453125	1.53628564453125
660.5	1.5364453125	1.5364453125
661.5	1.5362620849609374	1.5362620849609374
662.5	1.5358135986328125	1.5358135986328125
663.5	1.53544970703125	1.53544970703125
664.5	1.5348406982421876	1.5348406982421876
665.5	1.5341971435546875	1.5341971435546875
666.5	1.5334403076171874	1.5334403076171874
667.5	1.532566650390625	1.532566650390625
668.5	1.5312789306640624	1.5312789306640624
669.5	1.529535400390625	1.529535400390625
670.5	1.5275433349609375	1.5275433349609375
671.5	1.5242755126953125	1.5242755126953125
672.5	1.5207374267578124	1.5207374267578124
673.5	1.5174107666015626	1.5174107666015626
674.5	1.5141141357421875	1.5141141357421875
675.5	1.5107557373046876	1.5107557373046876
676.5	1.5073629150390624	1.5073629150390624
677.5	1.5039010009765625	1.5039010009765625
678.5	1.500422119140625	1.500422119140625
679.5	1.496657470703125	1.496657470703125
680.5	1.4930980224609376	1.4930980224609376
681.5	1.48947314453125	1.48947314453125
682.5	1.4860589599609375	1.4860589599609375
683.5	1.48242041015625	1.48242041015625
684.5	1.4787969970703125	1.4787969970703125
685.5	1.475144287109375	1.475144287109375
686.5	1.4713466796875	1.4713466796875
687.5	1.4675408935546874	1.4675408935546874
688.5	1.4637213134765625	1.4637213134765625
689.5	1.4598900146484375	1.4598900146484375
690.5	1.4560440673828126	1.4560440673828126
691.5	1.452181884765625	1.452181884765625
692.5	1.448235107421875	1.448235107421875
693.5	1.4443507080078124	1.4443507080078124
694.5	1.4406326904296876	1.4406326904296876
695.5	1.4369398193359375	1.4369398193359375
696.5	1.4332401123046874	1.4332401123046874
697.5	1.4295760498046874	1.4295760498046874
698.5	1.4259774169921875	1.4259774169921875
699.5	1.422376708984375	1.422376708984375
700.5	1.4188060302734375	1.4188060302734375
701.5	1.415236083984375	1.415236083984375
702.5	1.41171435546875	1.41171435546875
703.5	1.4082664794921875	1.4082664794921875
704.5	1.4047274169921875	1.4047274169921875
705.5	1.4011307373046875	1.4011307373046875
706.5	1.3974609375	1.3974609375
707.5	1.39382763671875	1.39382763671875
708.5	1.3901297607421874	1.3901297607421874
709.5	1.3864437255859374	1.3864437255859374
710.5	1.382751708984375	1.382751708984375
711.5	1.378989501953125	1.378989501953125
712.5	1.375285400390625	1.375285400390625
713.5	1.37155419921875	1.37155419921875
714.5	1.36794921875	1.36794921875
715.5	1.3642076416015625	1.3642076416015625
716.5	1.3606619873046875	1.3606619873046875
717.5	1.35707421875	1.35707421875
718.5	1.3535465087890626	1.3535465087890626
719.5	1.3501817626953125	1.3501817626953125
720.5	1.346826171875	1.346826171875
721.5	1.3434871826171875	1.3434871826171875
722.5	1.3402581787109376	1.3402581787109376
723.5	1.3370421142578126	1.3370421142578126
724.5	1.3337996826171874	1.3337996826171874
725.5	1.3305274658203126	1.3305274658203126
726.5	1.3272537841796874	1.3272537841796874
727.5	1.324034912109375	1.324034912109375
728.5	1.320908447265625	1.320908447265625
729.5	1.31784130859375	1.31784130859375
730.5	1.3147828369140624	1.3147828369140624
731.5	1.311831298828125	1.311831298828125
732.5	1.308930908203125	1.308930908203125
733.5	1.305964599609375	1.305964599609375
734.5	1.3029803466796874	1.3029803466796874
735.5	1.29983447265625	1.29983447265625
736.5	1.2968673095703125	1.2968673095703125
737.5	1.2939267578125	1.2939267578125
738.5	1.2910328369140625	1.2910328369140625
739.5	1.2881812744140626	1.2881812744140626
740.5	1.2854949951171875	1.2854949951171875
741.5	1.2828299560546874	1.2828299560546874
742.5	1.2802239990234374	1.2802239990234374
743.5	1.2778218994140624	1.2778218994140624
744.5	1.275395263671875	1.275395263671875
745.5	1.272975830078125	1.272975830078125
746.5	1.2704666748046876	1.2704666748046876
747.5	1.2680364990234374	1.2680364990234374
748.5	1.265523681640625	1.265523681640625
749.5	1.2629053955078124	1.2629053955078124
752.5	1.25498046875	1.25498046875
757.5	1.2417498779296876	1.2417498779296876
762.5	1.227423583984375	1.227423583984375
767.5	1.2133978271484376	1.2133978271484376
772.5	1.2006905517578126	1.2006905517578126
777.5	1.1876861572265625	1.1876861572265625
782.5	1.17458056640625	1.17458056640625
787.5	1.160502685546875	1.160502685546875
792.5	1.1460272216796874	1.1460272216796874
797.5	1.1323248291015624	1.1323248291015624
802.5	1.1182059326171876	1.1182059326171876
807.5	1.1049017333984374	1.1049017333984374
812.5	1.0918709716796875	1.0918709716796875
817.5	1.0784622802734376	1.0784622802734376
822.5	1.0659315185546876	1.0659315185546876
827.5	1.053669921875	1.053669921875
832.5	1.0393175048828125	1.0393175048828125
837.5	1.0239701538085937	1.0239701538085937
842.5	1.0084978637695312	1.0084978637695312
847.5	0.9914889526367188	0.9914889526367188
852.5	0.9768165893554688	0.9768165893554688
857.5	0.9656514282226563	0.9656514282226563
862.5	0.9557897338867187	0.9557897338867187
867.5	0.9478529663085937	0.9478529663085937
872.5	0.9422265625	0.9422265625
877.5	0.9354883422851562	0.9354883422851562
882.5	0.9279989624023437	0.9279989624023437
887.5	0.9201915283203125	0.9201915283203125
892.5	0.9114413452148438	0.9114413452148438
897.5	0.9016975708007813	0.9016975708007813
902.5	0.8911949462890625	0.8911949462890625
907.5	0.8813569946289063	0.8813569946289063
912.5	0.8716134643554687	0.8716134643554687
917.5	0.8618734130859375	0.8618734130859375
922.5	0.852017333984375	0.852017333984375
927.5	0.8427448120117188	0.8427448120117188
932.5	0.8332135620117187	0.8332135620117187
937.5	0.8233677368164063	0.8233677368164063
942.5	0.8144143676757812	0.8144143676757812
947.5	0.80643994140625	0.80643994140625
952.5	0.7970015258789063	0.7970015258789063
957.5	0.7888460693359375	0.7888460693359375
962.5	0.78204541015625	0.78204541015625
967.5	0.7757501220703125	0.7757501220703125
972.5	0.7690574340820312	0.7690574340820312
977.5	0.7616397705078125	0.7616397705078125
982.5	0.7535985107421875	0.7535985107421875
987.5	0.7454351806640624	0.7454351806640624
992.5	0.737060791015625	0.737060791015625
997.5	0.7288067016601563	0.7288067016601563
1002.5	0.7209791259765626	0.7209791259765626
1007.5	0.7138248291015625	0.7138248291015625
1012.5	0.7068713989257812	0.7068713989257812
1017.5	0.6999465942382812	0.6999465942382812
1022.5	0.6931618041992188	0.6931618041992188
1027.5	0.6864779663085937	0.6864779663085937
1032.5	0.6795806274414062	0.6795806274414062
1037.5	0.6723864135742188	0.6723864135742188
1042.5	0.6651676025390625	0.6651676025390625
1047.5	0.6577750244140625	0.6577750244140625
1052.5	0.6500358276367187	0.6500358276367187
1057.5	0.6418544311523438	0.6418544311523438
1062.5	0.633405517578125	0.633405517578125
1067.5	0.6251177368164063	0.6251177368164063
1072.5	0.6170230102539063	0.6170230102539063
1077.5	0.6095217895507813	0.6095217895507813
1082.5	0.6027100830078125	0.6027100830078125
1087.5	0.5967481689453125	0.5967481689453125
1092.5	0.591358642578125	0.591358642578125
1097.5	0.586254638671875	0.586254638671875
1102.5	0.5815256958007813	0.5815256958007813
1107.5	0.576612548828125	0.576612548828125
1112.5	0.5715038452148438	0.5715038452148438
1117.5	0.5662328491210937	0.5662328491210937
1122.5	0.5608604736328126	0.5608604736328126
1127.5	0.555410888671875	0.555410888671875
1132.5	0.5499089965820313	0.5499089965820313
1137.5	0.544486328125	0.544486328125
1142.5	0.5391783447265625	0.5391783447265625
1147.5	0.5338445434570313	0.5338445434570313
1152.5	0.528298828125	0.528298828125
1157.5	0.5227540893554687	0.5227540893554687
1162.5	0.5173157348632812	0.5173157348632812
1167.5	0.5118987731933594	0.5118987731933594
1172.5	0.5063183898925782	0.5063183898925782
1177.5	0.5010455017089843	0.5010455017089843
1182.5	0.4960171813964844	0.4960171813964844
1187.5	0.49138214111328127	0.49138214111328127
1192.5	0.4869593200683594	0.4869593200683594
1197.5	0.4827508239746094	0.4827508239746094
1202.5	0.47891873168945315	0.47891873168945315
1207.5	0.4753012390136719	0.4753012390136719
1212.5	0.47174835205078125	0.47174835205078125
1217.5	0.4681626586914063	0.4681626586914063
1222.5	0.46448944091796873	0.46448944091796873
1227.5	0.46071286010742185	0.46071286010742185
1232.5	0.4567685546875	0.4567685546875
1237.5	0.4527298583984375	0.4527298583984375
1242.5	0.44854949951171874	0.44854949951171874
1247.5	0.4441963195800781	0.4441963195800781
1252.5	0.4396268615722656	0.4396268615722656
1257.5	0.4351595458984375	0.4351595458984375
1262.5	0.4308182373046875	0.4308182373046875
1267.5	0.42657785034179685	0.42657785034179685
1272.5	0.42254110717773435	0.42254110717773435
1277.5	0.41878140258789065	0.41878140258789065
1282.5	0.41537515258789065	0.41537515258789065
1287.5	0.41238275146484377	0.41238275146484377
1292.5	0.4093213806152344	0.4093213806152344
1297.5	0.40625332641601564	0.40625332641601564
1302.5	0.40311956787109376	0.40311956787109376
1307.5	0.39993441772460936	0.39993441772460936
1312.5	0.3967602844238281	0.3967602844238281
1317.5	0.39360015869140624	0.39360015869140624
1322.5	0.390458984375	0.390458984375
1327.5	0.38730859375	0.38730859375
1332.5	0.3842052612304688	0.3842052612304688
1337.5	0.38108038330078126	0.38108038330078126
1342.5	0.37788327026367186	0.37788327026367186
1347.5	0.37455972290039063	0.37455972290039063
1352.5	0.3713054504394531	0.3713054504394531
1357.5	0.3680326232910156	0.3680326232910156
1362.5	0.3648186950683594	0.3648186950683594
1367.5	0.3617975158691406	0.3617975158691406
1372.5	0.35880050659179685	0.35880050659179685
1377.5	0.35577413940429686	0.35577413940429686
1382.5	0.3528236083984375	0.3528236083984375
1387.5	0.3497826232910156	0.3497826232910156
1392.5	0.34665206909179686	0.34665206909179686
1397.5	0.34342578125	0.34342578125
1402.5	0.34017941284179687	0.34017941284179687
1407.5	0.33694705200195313	0.33694705200195313
1412.5	0.33377447509765623	0.33377447509765623
1417.5	0.3306794738769531	0.3306794738769531
1422.5	0.3276238098144531	0.3276238098144531
1427.5	0.3246642761230469	0.3246642761230469
1432.5	0.3218634033203125	0.3218634033203125
1437.5	0.31914511108398436	0.31914511108398436
1442.5	0.31656570434570314	0.31656570434570314
1447.5	0.31410171508789064	0.31410171508789064
1452.5	0.31162539672851564	0.31162539672851564
1457.5	0.30903411865234376	0.30903411865234376
1462.5	0.30647991943359376	0.30647991943359376
1467.5	0.30379470825195315	0.30379470825195315
1472.5	0.30083743286132814	0.30083743286132814
1477.5	0.2977937927246094	0.2977937927246094
1482.5	0.29505859375	0.29505859375
1487.5	0.29242657470703126	0.29242657470703126
1492.5	0.29006658935546875	0.29006658935546875
1497.5	0.28791400146484375	0.28791400146484375
1502.5	0.28613436889648436	0.28613436889648436
1507.5	0.28456735229492186	0.28456735229492186
1512.5	0.282966796875	0.282966796875
1517.5	0.2813139038085937	0.2813139038085937
1522.5	0.27954486083984376	0.27954486083984376
1527.5	0.27755538940429686	0.27755538940429686
1532.5	0.27516900634765623	0.27516900634765623
1537.5	0.2726533203125	0.2726533203125
1542.5	0.26985736083984374	0.26985736083984374
1547.5	0.26671771240234377	0.26671771240234377
1552.5	0.2635063171386719	0.2635063171386719
1557.5	0.2601073913574219	0.2601073913574219
1562.5	0.25680477905273436	0.25680477905273436
1567.5	0.2538350677490234	0.2538350677490234
1572.5	0.2512090301513672	0.2512090301513672
1577.5	0.24905291748046876	0.24905291748046876
1582.5	0.24709698486328124	0.24709698486328124
1587.5	0.2453873291015625	0.2453873291015625
1592.5	0.24394346618652343	0.24394346618652343
1597.5	0.24262242126464845	0.24262242126464845
